invoice_id,vendor_id,vendor_name,business_unit_id,po_number,grn_number,invoice_amount,invoice_date,due_date,payment_status,currency
INV-00498,VEND-050,"Brooks, Lam and Hayes",BU-04,PO-30365,GRN-80305,48728.51,2023-04-23,2023-05-23,Paid,USD
INV-00499,VEND-148,Bryant Group,BU-04,PO-95175,GRN-99267,31897.57,2023-06-20,2023-07-20,Paid,USD
INV-00500,VEND-077,Yu Inc,BU-05,PO-41278,GRN-17589,35084.46,2023-02-18,2023-03-20,Paid,USD
INV-00501,VEND-109,Johnson-Doyle,BU-05,PO-90254,GRN-89800,6241.34,2023-07-02,2023-08-01,Paid,USD
INV-00502,VEND-042,Rodriguez LLC,BU-03,PO-27984,GRN-11487,6412.43,2023-09-25,2023-10-25,Paid,USD
INV-00503,VEND-086,"Ferrell, Jones and Lewis",BU-05,PO-43980,GRN-31884,26388.77,2023-04-29,2023-05-29,Paid,USD
INV-00504,VEND-066,Williams PLC,BU-01,PO-25473,GRN-13847,36780.32,2023-09-29,2023-10-29,Paid,USD
INV-00505,VEND-107,Dickson-Brady,BU-05,PO-18371,GRN-44465,13963.04,2023-06-06,2023-07-06,Paid,USD
INV-00506,VEND-145,Stafford Inc,BU-05,PO-75031,GRN-69663,31562.88,2023-04-16,2023-05-16,Paid,USD
INV-00507,VEND-012,Arnold Ltd,BU-03,PO-84302,GRN-31873,25230.7,2023-07-14,2023-08-13,Paid,USD
INV-00508,VEND-063,"West, Henderson and Ramirez",BU-01,PO-85223,GRN-98358,38779.78,2023-07-29,2023-08-28,Paid,USD
INV-00509,VEND-056,"Washington, Ryan and Cummings",BU-04,PO-10336,GRN-15772,37168.61,2023-07-11,2023-08-10,Pending,USD
INV-00510,VEND-001,Doyle Ltd,BU-02,PO-71835,GRN-57707,12605.3,2023-06-20,2023-07-20,Paid,USD
INV-00511,VEND-036,Smith-Bowen,BU-01,PO-14635,GRN-82465,9358.57,2023-02-01,2023-03-03,Pending,USD
INV-00512,VEND-105,Nolan and Sons,BU-01,PO-42540,GRN-64559,11613.51,2023-08-21,2023-09-20,Overdue,USD
INV-00513,VEND-079,"Hensley, Powell and David",BU-02,PO-20208,GRN-84912,13927.27,2023-01-16,2023-02-15,Paid,USD
INV-00514,VEND-126,"Mcdaniel, Bentley and Mclaughlin",BU-04,PO-16903,GRN-33507,33829.62,2023-12-12,2024-01-11,Paid,USD
INV-00515,VEND-130,"Parker, Ortiz and Powell",BU-04,PO-62550,GRN-19034,49079.99,2023-06-17,2023-07-17,Pending,USD
INV-00516,VEND-070,Gray Group,BU-05,PO-50723,GRN-52899,38789.61,2023-10-13,2023-11-12,Paid,USD
INV-00517,VEND-114,Torres-Pope,BU-05,PO-36302,GRN-48219,894.47,2023-05-06,2023-06-05,Paid,USD
INV-00518,VEND-075,"Daniels, Adkins and Brown",BU-03,PO-41795,GRN-70807,37109.01,2023-08-23,2023-09-22,Paid,USD
INV-00519,VEND-124,Scott Ltd,BU-02,PO-35614,GRN-81638,49890.46,2023-04-08,2023-05-08,Paid,USD
INV-00520,VEND-060,"Brown, Valdez and Lucas",BU-04,PO-63744,GRN-13133,7953.04,2023-01-11,2023-02-10,Paid,USD
INV-00521,VEND-086,"Ferrell, Jones and Lewis",BU-05,PO-11257,GRN-53911,31979.12,2023-02-05,2023-03-07,Paid,USD
INV-00522,VEND-094,Campbell-Clark,BU-02,PO-50306,GRN-23624,42525.8,2023-03-30,2023-04-29,Paid,USD
INV-00523,VEND-058,Lee-Davis,BU-02,PO-17850,GRN-28661,21280.88,2023-09-19,2023-10-19,Paid,USD
INV-00524,VEND-021,"Watts, Robinson and Nguyen",BU-03,PO-40339,GRN-78125,2673.06,2023-11-21,2023-12-21,Paid,USD
INV-00525,VEND-093,Newton and Sons,BU-02,PO-21128,GRN-86122,23193.67,2023-12-01,2023-12-31,Paid,USD
INV-00526,VEND-032,"Ferrell, Rice and Maddox",BU-05,PO-61688,GRN-19808,32042.18,2023-08-12,2023-09-11,Paid,USD
INV-00527,VEND-013,"Mcclure, Ward and Lee",BU-01,PO-27132,GRN-41034,22031.65,2023-08-17,2023-09-16,Paid,USD
INV-00528,VEND-078,Jones Inc,BU-01,PO-61505,GRN-52762,46339.08,2023-01-09,2023-02-08,Paid,USD
INV-00529,VEND-067,Novak and Sons,BU-02,PO-36569,GRN-27840,12063.76,2023-10-25,2023-11-24,Paid,USD
INV-00530,VEND-147,"Holmes, Williams and Wright",BU-02,PO-23848,GRN-31544,5894.16,2023-09-19,2023-10-19,Paid,USD
INV-00531,VEND-078,Jones Inc,BU-01,PO-80244,GRN-56961,20622.37,2023-11-16,2023-12-16,Overdue,USD
INV-00532,VEND-051,Walker LLC,BU-03,PO-70731,GRN-44735,22869.9,2023-04-15,2023-05-15,Pending,USD
INV-00533,VEND-021,"Watts, Robinson and Nguyen",BU-03,PO-99922,GRN-49874,8301.96,2023-08-12,2023-09-11,Pending,USD
INV-00534,VEND-008,Garcia-James,BU-01,PO-52964,GRN-29441,11143.53,2023-01-16,2023-02-15,Paid,USD
INV-00535,VEND-061,Powell LLC,BU-03,PO-61936,GRN-77300,48435.8,2023-10-24,2023-11-23,Paid,USD
INV-00536,VEND-074,Novak PLC,BU-01,PO-32789,GRN-14073,13378.26,2023-10-21,2023-11-20,Overdue,USD
INV-00537,VEND-113,Gonzalez Group,BU-02,PO-82105,GRN-42748,28019.71,2023-03-10,2023-04-09,Paid,USD
INV-00538,VEND-024,"Walter, Edwards and Rios",BU-04,PO-28322,GRN-25919,40292.89,2023-07-02,2023-08-01,Paid,USD
INV-00539,VEND-054,Jones Inc,BU-04,PO-62505,GRN-58790,6970.4,2023-07-21,2023-08-20,Paid,USD
INV-00540,VEND-019,"Reid, Ferguson and Sanchez",BU-01,PO-43924,GRN-19828,29325.03,2023-09-11,2023-10-11,Paid,USD
INV-00541,VEND-014,Williams and Sons,BU-02,PO-94670,GRN-68121,10288.64,2023-06-21,2023-07-21,Pending,USD
INV-00542,VEND-021,"Watts, Robinson and Nguyen",BU-03,PO-53456,GRN-26059,45301.36,2023-12-22,2024-01-21,Paid,USD
INV-00543,VEND-116,Ross LLC,BU-04,PO-85220,GRN-66774,3006.57,2023-04-19,2023-05-19,Pending,USD
INV-00544,VEND-099,Walsh LLC,BU-03,PO-60165,GRN-99550,25058.26,2023-03-12,2023-04-11,Paid,USD
INV-00545,VEND-088,Suarez LLC,BU-05,PO-34530,GRN-46042,11128.45,2023-08-16,2023-09-15,Paid,USD
INV-00546,VEND-036,Smith-Bowen,BU-01,PO-91156,GRN-90868,2215.15,2023-06-19,2023-07-19,Paid,USD
INV-00547,VEND-073,"Stanley, Tucker and Lee",BU-01,PO-82179,GRN-72787,25195.13,2023-09-04,2023-10-04,Paid,USD
INV-00548,VEND-069,Hancock Inc,BU-01,PO-64949,GRN-36143,19459.26,2023-11-13,2023-12-13,Paid,USD
INV-00549,VEND-132,"Bentley, Byrd and Orr",BU-05,PO-81258,GRN-12559,12832.81,2023-07-10,2023-08-09,Overdue,USD
INV-00550,VEND-089,Moore-Bass,BU-03,PO-73527,GRN-55093,24244.38,2023-02-05,2023-03-07,Overdue,USD
INV-00551,VEND-126,"Mcdaniel, Bentley and Mclaughlin",BU-04,PO-45446,GRN-33568,16419.42,2023-07-02,2023-08-01,Paid,USD
INV-00552,VEND-054,Jones Inc,BU-04,PO-46822,GRN-17679,1950.52,2023-05-16,2023-06-15,Pending,USD
INV-00553,VEND-118,May-Ross,BU-01,PO-86544,GRN-40508,26706.9,2023-06-08,2023-07-08,Overdue,USD
INV-00554,VEND-023,Morales-Jones,BU-05,PO-41608,GRN-44934,12768.92,2023-05-10,2023-06-09,Paid,USD
INV-00555,VEND-012,Arnold Ltd,BU-03,PO-38758,GRN-85457,38320.46,2023-05-05,2023-06-04,Pending,USD
INV-00556,VEND-097,Davis Group,BU-02,PO-32768,GRN-33081,18062.83,2023-09-18,2023-10-18,Paid,USD
INV-00557,VEND-079,"Hensley, Powell and David",BU-02,PO-57026,GRN-87537,40407.41,2023-02-10,2023-03-12,Paid,USD
INV-00558,VEND-088,Suarez LLC,BU-05,PO-83873,GRN-28625,47404.16,2023-11-30,2023-12-30,Paid,USD
INV-00559,VEND-046,Anderson Group,BU-01,PO-74517,GRN-81057,41916.49,2023-03-04,2023-04-03,Paid,USD
INV-00560,VEND-123,"Joyce, Wilson and Lam",BU-02,PO-17362,GRN-40490,2379.21,2023-05-09,2023-06-08,Paid,USD
INV-00561,VEND-003,Davis and Sons,BU-01,PO-10089,GRN-53481,26559.2,2023-06-09,2023-07-09,Overdue,USD
INV-00562,VEND-049,"Harris, Collins and Carney",BU-05,PO-54663,GRN-33260,40419.05,2023-09-27,2023-10-27,Overdue,USD
INV-00563,VEND-080,"Sanchez, Wheeler and Harvey",BU-05,PO-29360,GRN-86888,3448.02,2023-07-12,2023-08-11,Paid,USD
INV-00564,VEND-034,"Dyer, Potter and Mack",BU-03,PO-78982,GRN-57826,38831.14,2023-04-22,2023-05-22,Overdue,USD
INV-00565,VEND-093,Newton and Sons,BU-02,PO-96787,GRN-61851,35374.63,2023-09-15,2023-10-15,Paid,USD
INV-00566,VEND-084,"Evans, Stewart and Walton",BU-01,PO-27884,GRN-30644,15437.38,2023-06-05,2023-07-05,Paid,USD
INV-00567,VEND-109,Johnson-Doyle,BU-05,PO-73858,GRN-95089,39696.2,2023-11-12,2023-12-12,Paid,USD
INV-00568,VEND-141,Riggs PLC,BU-05,PO-90440,GRN-56769,34831.24,2023-10-23,2023-11-22,Paid,USD
INV-00569,VEND-148,Bryant Group,BU-04,PO-59595,GRN-50215,40815.48,2023-08-02,2023-09-01,Paid,USD
INV-00570,VEND-073,"Stanley, Tucker and Lee",BU-01,PO-10235,GRN-85082,6803.74,2023-01-15,2023-02-14,Paid,USD
INV-00571,VEND-143,"Lee, Horton and Snyder",BU-01,PO-88956,GRN-51709,2102.95,2023-06-26,2023-07-26,Overdue,USD
INV-00572,VEND-054,Jones Inc,BU-04,PO-23645,GRN-75035,32162.52,2023-02-04,2023-03-06,Paid,USD
INV-00573,VEND-017,"Flowers, Martin and Kelly",BU-05,PO-51879,GRN-32005,12280.8,2023-05-03,2023-06-02,Paid,USD
INV-00574,VEND-020,Gray-Mayo,BU-04,PO-97821,GRN-93768,41172.26,2023-04-09,2023-05-09,Paid,USD
INV-00575,VEND-083,"Edwards, Baker and Anderson",BU-01,PO-44761,GRN-37483,22608.18,2023-05-06,2023-06-05,Paid,USD
INV-00576,VEND-015,Galloway-Wyatt,BU-03,PO-24160,GRN-10167,17848.82,2023-02-15,2023-03-17,Paid,USD
INV-00577,VEND-110,Patton-Jenkins,BU-03,PO-31802,GRN-64266,36762.93,2023-10-28,2023-11-27,Paid,USD
INV-00578,VEND-094,Campbell-Clark,BU-02,PO-59197,GRN-23294,17885.94,2023-06-06,2023-07-06,Pending,USD
INV-00579,VEND-145,Stafford Inc,BU-05,PO-39567,GRN-31319,32722.99,2023-12-02,2024-01-01,Paid,USD
INV-00580,VEND-006,Blake and Sons,BU-01,PO-51774,GRN-44226,15097.98,2023-07-19,2023-08-18,Overdue,USD
INV-00581,VEND-016,James Group,BU-03,PO-59212,GRN-31090,17419.51,2023-11-17,2023-12-17,Paid,USD
INV-00582,VEND-138,"Harvey, Davis and Crane",BU-02,PO-22203,GRN-54295,47120.79,2023-01-01,2023-01-31,Paid,USD
INV-00583,VEND-121,Johnson-Carlson,BU-01,PO-66534,GRN-95673,35372.98,2023-09-13,2023-10-13,Paid,USD
INV-00584,VEND-109,Johnson-Doyle,BU-05,PO-23272,GRN-53397,8276.64,2023-12-04,2024-01-03,Paid,USD
INV-00585,VEND-046,Anderson Group,BU-01,PO-82628,GRN-80795,20759.35,2023-07-30,2023-08-29,Paid,USD
INV-00586,VEND-070,Gray Group,BU-05,PO-22571,GRN-16505,15221.33,2023-06-29,2023-07-29,Paid,USD
INV-00587,VEND-138,"Harvey, Davis and Crane",BU-02,PO-30131,GRN-17144,42072.8,2023-06-10,2023-07-10,Paid,USD
INV-00588,VEND-107,Dickson-Brady,BU-05,PO-96772,GRN-91931,4837.6,2023-01-22,2023-02-21,Paid,USD
INV-00589,VEND-049,"Harris, Collins and Carney",BU-05,PO-37125,GRN-32391,5300.85,2023-03-14,2023-04-13,Paid,USD
INV-00590,VEND-018,"Adams, Zuniga and Wong",BU-03,PO-25139,GRN-50416,23941.75,2023-07-21,2023-08-20,Paid,USD
INV-00591,VEND-118,May-Ross,BU-01,PO-96643,GRN-44734,24710.29,2023-05-21,2023-06-20,Paid,USD
INV-00592,VEND-137,"Jackson, Miller and Robertson",BU-03,PO-58630,GRN-59996,19682.59,2023-08-30,2023-09-29,Paid,USD
INV-00593,VEND-112,"Rodriguez, Brennan and Garrison",BU-02,PO-67637,GRN-70956,2708.54,2023-10-21,2023-11-20,Paid,USD
INV-00594,VEND-066,Williams PLC,BU-01,PO-29808,GRN-97486,28430.21,2023-07-13,2023-08-12,Paid,USD
INV-00595,VEND-086,"Ferrell, Jones and Lewis",BU-05,PO-64262,GRN-87296,40504.92,2023-08-31,2023-09-30,Paid,USD
INV-00596,VEND-013,"Mcclure, Ward and Lee",BU-01,PO-78495,GRN-64870,42119.46,2023-06-21,2023-07-21,Overdue,USD
INV-00597,VEND-119,"Rivera, Johnson and Wiley",BU-03,PO-40886,GRN-72424,28849.36,2023-10-23,2023-11-22,Paid,USD
INV-00598,VEND-099,Walsh LLC,BU-03,PO-14551,GRN-75811,45187.47,2023-01-21,2023-02-20,Paid,USD
INV-00599,VEND-130,"Parker, Ortiz and Powell",BU-04,PO-98805,GRN-91300,40122.29,2023-03-21,2023-04-20,Paid,USD
INV-00600,VEND-112,"Rodriguez, Brennan and Garrison",BU-02,PO-31910,GRN-37772,9057.51,2023-04-14,2023-05-14,Pending,USD
INV-00601,VEND-030,Burton Ltd,BU-03,PO-20271,GRN-99538,2612.46,2023-08-02,2023-09-01,Paid,USD
INV-00602,VEND-035,Rodriguez-Graham,BU-01,PO-43801,GRN-51910,41788.35,2023-02-20,2023-03-22,Overdue,USD
INV-00603,VEND-015,Galloway-Wyatt,BU-03,PO-82923,GRN-62082,4807.86,2023-12-27,2024-01-26,Paid,USD
INV-00604,VEND-068,Russell Group,BU-02,PO-11620,GRN-91665,26224.56,2023-04-22,2023-05-22,Paid,USD
INV-00605,VEND-105,Nolan and Sons,BU-01,PO-29613,GRN-29424,6069.68,2023-06-20,2023-07-20,Paid,USD
INV-00606,VEND-147,"Holmes, Williams and Wright",BU-02,PO-23133,GRN-23845,38039.68,2023-12-09,2024-01-08,Paid,USD
INV-00607,VEND-023,Morales-Jones,BU-05,PO-80206,GRN-55071,39394.41,2023-09-29,2023-10-29,Pending,USD
INV-00608,VEND-065,Morton-Chase,BU-05,PO-73646,GRN-84976,19460.65,2023-07-08,2023-08-07,Paid,USD
INV-00609,VEND-007,"Henderson, Ramirez and Lewis",BU-03,PO-62818,GRN-28855,9023.89,2023-02-17,2023-03-19,Paid,USD
INV-00610,VEND-100,Figueroa PLC,BU-03,PO-53449,GRN-41139,2419.74,2023-01-12,2023-02-11,Paid,USD
INV-00611,VEND-119,"Rivera, Johnson and Wiley",BU-03,PO-58816,GRN-12651,46081.33,2023-09-02,2023-10-02,Paid,USD
INV-00612,VEND-075,"Daniels, Adkins and Brown",BU-03,PO-74437,GRN-99764,15891.99,2023-08-25,2023-09-24,Paid,USD
INV-00613,VEND-056,"Washington, Ryan and Cummings",BU-04,PO-68079,GRN-52056,7152.08,2023-11-07,2023-12-07,Paid,USD
INV-00614,VEND-104,Nolan-Flynn,BU-03,PO-21703,GRN-34633,30446.47,2023-04-03,2023-05-03,Paid,USD
INV-00615,VEND-102,"Mckee, Gardner and Davenport",BU-02,PO-77698,GRN-59009,37176.77,2023-10-03,2023-11-02,Pending,USD
INV-00616,VEND-129,Cortez LLC,BU-05,PO-18600,GRN-50779,39678.77,2023-03-03,2023-04-02,Paid,USD
INV-00617,VEND-101,"Patterson, Smith and Jones",BU-03,PO-78719,GRN-84537,7214.67,2023-05-01,2023-05-31,Paid,USD
INV-00618,VEND-047,"Martin, Rose and Obrien",BU-03,PO-36309,GRN-17553,43821.44,2023-08-02,2023-09-01,Paid,USD
INV-00619,VEND-114,Torres-Pope,BU-05,PO-57235,GRN-36097,3002.68,2023-01-06,2023-02-05,Paid,USD
INV-00620,VEND-116,Ross LLC,BU-04,PO-93284,GRN-26236,25503.76,2023-08-03,2023-09-02,Paid,USD
INV-00621,VEND-059,Gomez-Jenkins,BU-04,PO-87862,GRN-68471,18937.1,2023-06-08,2023-07-08,Paid,USD
INV-00622,VEND-119,"Rivera, Johnson and Wiley",BU-03,PO-55843,GRN-55121,29550.57,2023-02-06,2023-03-08,Paid,USD
INV-00623,VEND-064,Baxter Inc,BU-03,PO-21847,GRN-47364,37573.58,2023-03-29,2023-04-28,Paid,USD
INV-00624,VEND-010,Blair PLC,BU-04,PO-85007,GRN-38091,8563.92,2023-11-23,2023-12-23,Pending,USD
INV-00625,VEND-055,Jones-Young,BU-04,PO-45269,GRN-95404,34045.91,2023-12-21,2024-01-20,Paid,USD
INV-00626,VEND-003,Davis and Sons,BU-01,PO-99417,GRN-11166,43299.18,2023-02-14,2023-03-16,Paid,USD
INV-00627,VEND-031,Carlson-Cruz,BU-02,PO-88792,GRN-11109,32544.89,2023-06-29,2023-07-29,Paid,USD
INV-00628,VEND-076,"Woods, Calhoun and Schmidt",BU-02,PO-94245,GRN-46094,35780.65,2023-02-15,2023-03-17,Paid,USD
INV-00629,VEND-094,Campbell-Clark,BU-02,PO-70161,GRN-43029,42653.52,2023-09-09,2023-10-09,Paid,USD
INV-00630,VEND-075,"Daniels, Adkins and Brown",BU-03,PO-91737,GRN-62055,34021.21,2023-11-20,2023-12-20,Paid,USD
INV-00631,VEND-888,Global Logistics Shell,BU-02,PO-96816,GRN-59051,25819.93,2023-03-01,2023-03-31,Paid,USD
INV-00632,VEND-070,Gray Group,BU-05,PO-24169,GRN-73142,15274.56,2023-07-13,2023-08-12,Paid,USD
INV-00633,VEND-068,Russell Group,BU-02,PO-46291,GRN-44229,32209.44,2023-12-29,2024-01-28,Paid,USD
INV-00634,VEND-074,Novak PLC,BU-01,PO-77802,GRN-41496,9823.82,2023-10-06,2023-11-05,Pending,USD
INV-00635,VEND-101,"Patterson, Smith and Jones",BU-03,PO-99228,GRN-28340,33196.25,2023-04-24,2023-05-24,Paid,USD
INV-00636,VEND-125,Smith-Frost,BU-04,PO-44003,GRN-64862,49874.72,2023-07-17,2023-08-16,Paid,USD
INV-00637,VEND-007,"Henderson, Ramirez and Lewis",BU-03,PO-84978,GRN-34892,29359.67,2023-10-01,2023-10-31,Paid,USD
INV-00638,VEND-054,Jones Inc,BU-04,PO-93665,GRN-72355,34472.75,2023-04-17,2023-05-17,Overdue,USD
INV-00639,VEND-089,Moore-Bass,BU-03,PO-32280,GRN-96194,25612.09,2023-06-11,2023-07-11,Pending,USD
INV-00640,VEND-044,"Arroyo, Miller and Tucker",BU-02,PO-71706,GRN-26769,15042.31,2023-11-21,2023-12-21,Paid,USD
INV-00641,VEND-141,Riggs PLC,BU-05,PO-33995,GRN-99091,38264.45,2023-07-07,2023-08-06,Pending,USD
INV-00642,VEND-020,Gray-Mayo,BU-04,PO-39272,GRN-50250,11501.55,2023-07-03,2023-08-02,Paid,USD
INV-00643,VEND-082,Donovan-Harris,BU-05,PO-86751,GRN-48541,18898.28,2023-04-05,2023-05-05,Paid,USD
INV-00644,VEND-028,"Ross, Robinson and Bright",BU-04,PO-93151,GRN-86490,23791.56,2023-06-27,2023-07-27,Paid,USD
INV-00645,VEND-016,James Group,BU-03,PO-35499,GRN-75598,23874.87,2023-08-03,2023-09-02,Paid,USD
INV-00646,VEND-095,Harris-Walters,BU-02,PO-64146,GRN-17086,26727.01,2023-02-26,2023-03-28,Pending,USD
INV-00647,VEND-036,Smith-Bowen,BU-01,PO-36253,GRN-54914,7299.58,2023-05-29,2023-06-28,Paid,USD
INV-00648,VEND-143,"Lee, Horton and Snyder",BU-01,PO-69974,GRN-28772,44695.83,2023-03-16,2023-04-15,Paid,USD
INV-00649,VEND-044,"Arroyo, Miller and Tucker",BU-02,PO-73908,GRN-53598,39057.59,2023-12-25,2024-01-24,Paid,USD
INV-00650,VEND-043,Allen-Allen,BU-04,PO-17603,GRN-10617,16014.0,2023-08-21,2023-09-20,Paid,USD
INV-00651,VEND-051,Walker LLC,BU-03,PO-32099,GRN-85534,38179.07,2023-07-17,2023-08-16,Paid,USD
INV-00652,VEND-123,"Joyce, Wilson and Lam",BU-02,PO-21539,GRN-26961,39367.94,2023-10-17,2023-11-16,Paid,USD
INV-00653,VEND-107,Dickson-Brady,BU-05,PO-72573,GRN-60242,20467.98,2023-12-08,2024-01-07,Paid,USD
INV-00654,VEND-134,Mitchell-Jordan,BU-03,PO-58903,GRN-11845,10371.01,2023-02-23,2023-03-25,Pending,USD
INV-00655,VEND-133,"Carroll, Sullivan and Bass",BU-04,PO-98702,GRN-10540,9933.55,2023-12-02,2024-01-01,Paid,USD
INV-00656,VEND-061,Powell LLC,BU-03,PO-55134,GRN-50906,11700.15,2023-01-28,2023-02-27,Paid,USD
INV-00657,VEND-096,Wagner-King,BU-04,PO-50123,GRN-31891,25415.16,2023-04-18,2023-05-18,Paid,USD
INV-00658,VEND-009,Abbott-Munoz,BU-03,PO-48119,GRN-69759,15261.01,2023-10-28,2023-11-27,Paid,USD
INV-00659,VEND-132,"Bentley, Byrd and Orr",BU-05,PO-27536,GRN-54922,17222.84,2023-11-03,2023-12-03,Overdue,USD
INV-00660,VEND-123,"Joyce, Wilson and Lam",BU-02,PO-34697,GRN-31611,18282.92,2023-11-28,2023-12-28,Overdue,USD
INV-00661,VEND-101,"Patterson, Smith and Jones",BU-03,PO-39402,GRN-27197,1446.67,2023-06-11,2023-07-11,Paid,USD
INV-00662,VEND-003,Davis and Sons,BU-01,PO-32149,GRN-26143,29689.8,2023-05-12,2023-06-11,Paid,USD
INV-00663,VEND-007,"Henderson, Ramirez and Lewis",BU-03,PO-93928,GRN-43526,19072.03,2023-12-29,2024-01-28,Paid,USD
INV-00664,VEND-010,Blair PLC,BU-04,PO-16286,GRN-96765,29899.24,2023-11-02,2023-12-02,Paid,USD
INV-00665,VEND-003,Davis and Sons,BU-01,PO-25176,GRN-64627,2887.64,2023-07-17,2023-08-16,Paid,USD
INV-00666,VEND-029,"Snyder, Campos and Callahan",BU-01,PO-72180,GRN-30070,27590.48,2023-04-14,2023-05-14,Paid,USD
INV-00667,VEND-000,"Rodriguez, Figueroa and Sanchez",BU-01,PO-96725,GRN-23235,15405.26,2023-11-15,2023-12-15,Paid,USD
INV-00668,VEND-067,Novak and Sons,BU-02,PO-27978,GRN-64896,31328.49,2023-01-01,2023-01-31,Pending,USD
INV-00669,VEND-024,"Walter, Edwards and Rios",BU-04,PO-90962,GRN-25431,25823.45,2023-04-20,2023-05-20,Paid,USD
INV-00670,VEND-025,Wilkerson-Day,BU-02,PO-89823,GRN-36181,25138.08,2023-10-09,2023-11-08,Paid,USD
INV-00671,VEND-131,Spencer-Lee,BU-04,PO-56913,GRN-63707,48669.43,2023-04-26,2023-05-26,Paid,USD
INV-00672,VEND-008,Garcia-James,BU-01,PO-37222,GRN-73001,27632.87,2023-11-22,2023-12-22,Paid,USD
INV-00673,VEND-999,Acme Shadow Corp,BU-01,PO-21665,GRN-24474,1131.1,2023-08-16,2023-09-15,Pending,USD
INV-00674,VEND-124,Scott Ltd,BU-02,PO-21807,GRN-77070,7882.65,2023-08-14,2023-09-13,Paid,USD
INV-00675,VEND-023,Morales-Jones,BU-05,PO-94454,GRN-40298,45286.58,2023-09-14,2023-10-14,Paid,USD
INV-00676,VEND-073,"Stanley, Tucker and Lee",BU-01,PO-16564,GRN-23082,13574.19,2023-07-10,2023-08-09,Pending,USD
INV-00677,VEND-008,Garcia-James,BU-01,PO-57214,GRN-98705,42686.31,2023-12-03,2024-01-02,Paid,USD
INV-00678,VEND-027,"Hoffman, Baker and Richards",BU-05,PO-16014,GRN-11267,5202.42,2023-02-27,2023-03-29,Pending,USD
INV-00679,VEND-041,George Group,BU-04,PO-67372,GRN-91501,16768.71,2023-06-23,2023-07-23,Paid,USD
INV-00680,VEND-021,"Watts, Robinson and Nguyen",BU-03,PO-54921,GRN-33969,18944.8,2023-07-29,2023-08-28,Paid,USD
INV-00681,VEND-100,Figueroa PLC,BU-03,PO-45629,GRN-60556,48134.34,2023-07-08,2023-08-07,Paid,USD
INV-00682,VEND-120,White-Estes,BU-03,PO-95045,GRN-31860,40095.01,2023-05-15,2023-06-14,Paid,USD
INV-00683,VEND-013,"Mcclure, Ward and Lee",BU-01,PO-30892,GRN-23593,49087.67,2023-05-10,2023-06-09,Paid,USD
INV-00684,VEND-149,"Schmidt, Hansen and Stewart",BU-03,PO-84572,GRN-98918,24392.41,2023-08-03,2023-09-02,Paid,USD
INV-00685,VEND-095,Harris-Walters,BU-02,PO-90131,GRN-13777,39068.63,2023-10-24,2023-11-23,Pending,USD
INV-00686,VEND-031,Carlson-Cruz,BU-02,PO-73979,GRN-24802,24412.44,2023-07-31,2023-08-30,Pending,USD
INV-00687,VEND-110,Patton-Jenkins,BU-03,PO-44290,GRN-95848,2775.63,2023-05-27,2023-06-26,Paid,USD
INV-00688,VEND-132,"Bentley, Byrd and Orr",BU-05,PO-85582,GRN-84057,38492.67,2023-06-26,2023-07-26,Paid,USD
INV-00689,VEND-084,"Evans, Stewart and Walton",BU-01,PO-91033,GRN-22483,26195.43,2023-12-29,2024-01-28,Paid,USD
INV-00690,VEND-061,Powell LLC,BU-03,PO-96993,GRN-98643,24355.52,2023-05-05,2023-06-04,Paid,USD
INV-00691,VEND-036,Smith-Bowen,BU-01,PO-83183,GRN-90335,42032.13,2023-12-04,2024-01-03,Paid,USD
INV-00692,VEND-038,Harrell LLC,BU-01,PO-71510,GRN-74990,25525.59,2023-03-15,2023-04-14,Pending,USD
INV-00693,VEND-017,"Flowers, Martin and Kelly",BU-05,PO-52026,GRN-41574,37695.79,2023-09-28,2023-10-28,Paid,USD
INV-00694,VEND-069,Hancock Inc,BU-01,PO-39190,GRN-82154,2992.36,2023-04-03,2023-05-03,Paid,USD
INV-00695,VEND-101,"Patterson, Smith and Jones",BU-03,PO-20332,GRN-70174,40946.61,2023-08-11,2023-09-10,Paid,USD
INV-00696,VEND-144,Hernandez Ltd,BU-02,PO-75333,GRN-68598,22680.88,2023-05-29,2023-06-28,Paid,USD
INV-00697,VEND-125,Smith-Frost,BU-04,PO-12329,GRN-23453,37389.33,2023-04-01,2023-05-01,Paid,USD
INV-00698,VEND-007,"Henderson, Ramirez and Lewis",BU-03,PO-10022,GRN-21913,28077.99,2023-11-29,2023-12-29,Paid,USD
INV-00699,VEND-075,"Daniels, Adkins and Brown",BU-03,PO-83706,GRN-37112,44560.49,2023-10-29,2023-11-28,Paid,USD
INV-00700,VEND-114,Torres-Pope,BU-05,PO-57624,GRN-17113,47542.58,2023-06-09,2023-07-09,Pending,USD
INV-00701,VEND-114,Torres-Pope,BU-05,PO-91232,GRN-88636,16932.64,2023-01-17,2023-02-16,Paid,USD
INV-00702,VEND-091,"Smith, Montoya and Evans",BU-03,PO-24945,GRN-22771,35937.72,2023-05-04,2023-06-03,Paid,USD
INV-00703,VEND-054,Jones Inc,BU-04,PO-56548,GRN-93055,608.75,2023-10-17,2023-11-16,Overdue,USD
INV-00704,VEND-072,Henderson-Bernard,BU-03,PO-59006,GRN-23935,27610.68,2023-07-03,2023-08-02,Paid,USD
INV-00705,VEND-040,Ryan PLC,BU-05,PO-63636,GRN-24019,24874.9,2023-10-01,2023-10-31,Paid,USD
