entry_id,business_unit_id,account_code,account_name,amount,posting_user,approving_user,posting_timestamp,entry_type
GL-01118,BU-01,5200,Office Supplies,9915.2,user2@corp.com,manager1@corp.com,2023-10-20 16:10:54,Automated
GL-01119,BU-04,1000,Cash,3334.49,user3@corp.com,manager1@corp.com,2023-09-29 17:30:58,Automated
GL-01120,BU-01,5000,Professional Fees,8388.0,user3@corp.com,manager1@corp.com,2023-11-09 11:54:28,Automated
GL-01121,BU-05,2000,Accounts Payable,9164.11,user2@corp.com,manager2@corp.com,2023-11-06 17:19:58,Automated
GL-01122,BU-04,5000,Professional Fees,3340.19,user3@corp.com,manager2@corp.com,2023-01-25 17:08:11,Automated
GL-01123,BU-02,5100,Travel & Entertainment,7773.2,user1@corp.com,manager2@corp.com,2023-08-11 13:16:21,Automated
GL-01124,BU-02,2000,Accounts Payable,6144.1,user3@corp.com,manager2@corp.com,2023-02-09 10:23:52,Automated
GL-01125,BU-01,2000,Accounts Payable,269.37,user3@corp.com,manager1@corp.com,2023-11-07 11:54:07,Automated
GL-01126,BU-04,5200,Office Supplies,5365.79,user1@corp.com,manager2@corp.com,2023-12-05 13:26:11,Manual
GL-01127,BU-02,5200,Office Supplies,991.47,user3@corp.com,manager2@corp.com,2023-07-28 10:10:05,Manual
GL-01128,BU-02,5100,Travel & Entertainment,5796.14,user3@corp.com,manager1@corp.com,2023-03-14 13:35:31,Automated
GL-01129,BU-02,2000,Accounts Payable,7380.02,user1@corp.com,manager1@corp.com,2023-05-23 10:26:17,Manual
GL-01130,BU-01,5100,Travel & Entertainment,307.27,user3@corp.com,manager1@corp.com,2023-05-05 15:23:58,Automated
GL-01131,BU-02,5000,Professional Fees,7505.16,user3@corp.com,manager2@corp.com,2023-03-16 12:51:55,Automated
GL-01132,BU-03,2000,Accounts Payable,138.1,user3@corp.com,manager1@corp.com,2023-06-27 10:40:44,Manual
GL-01133,BU-03,5000,Professional Fees,8874.33,user1@corp.com,manager1@corp.com,2023-02-14 12:08:14,Automated
GL-01134,BU-05,2000,Accounts Payable,8440.27,user3@corp.com,manager1@corp.com,2023-04-12 15:18:39,Automated
GL-01135,BU-02,1000,Cash,4565.91,user3@corp.com,manager2@corp.com,2023-09-18 09:23:25,Manual
GL-01136,BU-05,5100,Travel & Entertainment,8592.17,user1@corp.com,manager1@corp.com,2023-11-30 12:21:19,Automated
GL-01137,BU-01,5100,Travel & Entertainment,2223.45,user2@corp.com,manager2@corp.com,2023-07-10 12:19:16,Automated
GL-01138,BU-04,1000,Cash,9139.2,user2@corp.com,manager1@corp.com,2023-07-24 17:39:37,Automated
GL-01139,BU-01,2000,Accounts Payable,5566.28,user1@corp.com,manager1@corp.com,2023-09-06 15:55:25,Automated
GL-01140,BU-01,5200,Office Supplies,2091.14,user1@corp.com,manager1@corp.com,2023-05-02 11:08:16,Automated
GL-01141,BU-05,5200,Office Supplies,3558.34,user1@corp.com,manager2@corp.com,2023-08-18 12:10:17,Automated
GL-01142,BU-04,1000,Cash,4821.02,user3@corp.com,manager1@corp.com,2023-05-31 17:22:49,Manual
GL-01143,BU-04,5100,Travel & Entertainment,3917.86,user3@corp.com,manager1@corp.com,2023-08-24 16:48:26,Automated
GL-01144,BU-03,5000,Professional Fees,162.11,user3@corp.com,manager1@corp.com,2023-06-02 11:46:31,Automated
GL-01145,BU-01,1000,Cash,4724.18,user2@corp.com,manager2@corp.com,2023-08-16 11:16:49,Automated
GL-01146,BU-05,5200,Office Supplies,3588.2,user3@corp.com,manager2@corp.com,2023-02-14 10:43:12,Manual
GL-01147,BU-02,2000,Accounts Payable,6958.51,user2@corp.com,manager2@corp.com,2023-05-16 17:53:33,Automated
GL-01148,BU-04,1000,Cash,7044.8,user2@corp.com,manager2@corp.com,2023-05-17 11:44:14,Automated
GL-01149,BU-03,2000,Accounts Payable,5789.99,user1@corp.com,manager1@corp.com,2023-11-23 14:47:49,Automated
GL-01150,BU-03,5000,Professional Fees,5972.45,user1@corp.com,manager2@corp.com,2023-06-27 17:34:11,Automated
GL-01151,BU-03,5000,Professional Fees,6319.92,user1@corp.com,manager2@corp.com,2023-08-28 15:14:14,Manual
GL-01152,BU-02,5200,Office Supplies,4506.01,user3@corp.com,manager2@corp.com,2023-03-09 09:04:22,Automated
GL-01153,BU-04,5100,Travel & Entertainment,5943.63,user2@corp.com,manager1@corp.com,2023-11-13 15:35:24,Automated
GL-01154,BU-03,5100,Travel & Entertainment,313.78,user1@corp.com,manager2@corp.com,2023-09-19 16:18:11,Automated
GL-01155,BU-04,5100,Travel & Entertainment,5635.58,user3@corp.com,manager2@corp.com,2023-10-02 13:17:18,Automated
GL-01156,BU-01,5200,Office Supplies,8047.0,user3@corp.com,manager2@corp.com,2023-11-07 12:15:27,Automated
GL-01157,BU-02,2000,Accounts Payable,8405.07,user3@corp.com,manager2@corp.com,2023-04-26 13:23:12,Automated
GL-01158,BU-03,5200,Office Supplies,8103.43,user1@corp.com,manager2@corp.com,2023-12-21 17:44:32,Automated
GL-01159,BU-05,5200,Office Supplies,2725.69,user2@corp.com,manager1@corp.com,2023-08-25 09:24:38,Automated
GL-01160,BU-01,5200,Office Supplies,8770.8,user2@corp.com,manager1@corp.com,2023-08-18 15:46:04,Manual
GL-01161,BU-04,1000,Cash,4044.87,user2@corp.com,manager1@corp.com,2023-02-02 11:56:44,Automated
GL-01162,BU-03,5200,Office Supplies,278.97,user3@corp.com,manager1@corp.com,2023-09-19 09:31:12,Automated
GL-01163,BU-05,5000,Professional Fees,5248.83,user1@corp.com,manager1@corp.com,2023-02-22 14:29:01,Manual
GL-01164,BU-03,5200,Office Supplies,1980.54,user3@corp.com,manager1@corp.com,2023-05-02 17:06:09,Automated
GL-01165,BU-03,5200,Office Supplies,2445.92,user3@corp.com,manager2@corp.com,2023-02-15 17:33:00,Manual
GL-01166,BU-02,1000,Cash,3541.57,user1@corp.com,manager1@corp.com,2023-04-03 17:39:32,Manual
GL-01167,BU-02,5100,Travel & Entertainment,9160.47,user1@corp.com,manager1@corp.com,2023-04-27 14:20:52,Automated
GL-01168,BU-05,5000,Professional Fees,7621.75,user2@corp.com,manager1@corp.com,2023-02-15 15:02:34,Manual
GL-01169,BU-04,5200,Office Supplies,6485.99,user1@corp.com,manager2@corp.com,2023-03-13 14:05:54,Automated
GL-01170,BU-05,5200,Office Supplies,7695.82,user1@corp.com,manager2@corp.com,2023-05-25 13:27:53,Automated
GL-01171,BU-01,5000,Professional Fees,4543.37,user1@corp.com,manager2@corp.com,2023-09-27 15:17:49,Automated
GL-01172,BU-01,5200,Office Supplies,1703.76,user3@corp.com,manager1@corp.com,2023-02-24 16:33:25,Automated
GL-01173,BU-01,2000,Accounts Payable,3786.38,user3@corp.com,manager1@corp.com,2023-07-18 15:13:58,Automated
GL-01174,BU-05,5000,Professional Fees,9501.97,user2@corp.com,manager1@corp.com,2023-05-31 13:44:24,Automated
GL-01175,BU-04,1000,Cash,4891.08,user3@corp.com,manager2@corp.com,2023-06-12 15:16:15,Automated
GL-01176,BU-02,5100,Travel & Entertainment,1731.86,user1@corp.com,manager2@corp.com,2023-08-18 14:05:29,Automated
GL-01177,BU-04,2000,Accounts Payable,3303.71,user2@corp.com,manager2@corp.com,2023-02-23 10:00:58,Automated
GL-01178,BU-05,5100,Travel & Entertainment,1923.94,user1@corp.com,manager1@corp.com,2023-08-10 11:34:50,Automated
GL-01179,BU-04,2000,Accounts Payable,9325.51,user3@corp.com,manager2@corp.com,2023-05-30 12:26:09,Automated
GL-01180,BU-05,5000,Professional Fees,3142.3,user2@corp.com,manager2@corp.com,2023-06-14 16:00:26,Automated
GL-01181,BU-03,5000,Professional Fees,6013.15,user3@corp.com,manager2@corp.com,2023-03-14 14:20:59,Automated
GL-01182,BU-01,2000,Accounts Payable,2329.72,user1@corp.com,manager2@corp.com,2023-07-07 17:05:42,Manual
GL-01183,BU-02,5000,Professional Fees,7313.68,user1@corp.com,manager1@corp.com,2023-09-04 14:18:16,Automated
GL-01184,BU-02,5200,Office Supplies,132.91,user1@corp.com,manager2@corp.com,2023-07-28 09:44:16,Automated
GL-01185,BU-02,1000,Cash,9300.03,user2@corp.com,manager1@corp.com,2023-09-27 10:15:47,Automated
GL-01186,BU-05,5100,Travel & Entertainment,1654.82,user2@corp.com,manager1@corp.com,2023-12-21 16:12:05,Automated
GL-01187,BU-05,5000,Professional Fees,5586.02,user1@corp.com,manager1@corp.com,2023-09-08 14:15:35,Automated
GL-01188,BU-04,2000,Accounts Payable,1485.44,user2@corp.com,manager1@corp.com,2023-12-28 14:42:19,Automated
GL-01189,BU-04,5200,Office Supplies,4943.61,user3@corp.com,manager1@corp.com,2023-03-09 14:39:55,Automated
GL-01190,BU-03,5000,Professional Fees,5338.02,user3@corp.com,manager1@corp.com,2023-08-04 09:09:36,Automated
GL-01191,BU-04,1000,Cash,4537.54,user2@corp.com,manager2@corp.com,2023-03-06 13:17:57,Automated
GL-01192,BU-04,5000,Professional Fees,3630.56,user1@corp.com,manager2@corp.com,2023-07-10 12:47:40,Manual
GL-01193,BU-03,5000,Professional Fees,8349.34,user2@corp.com,manager1@corp.com,2023-04-21 10:08:06,Automated
GL-01194,BU-01,5200,Office Supplies,2074.44,user2@corp.com,manager1@corp.com,2023-02-24 16:39:30,Automated
GL-01195,BU-01,5100,Travel & Entertainment,5389.72,user1@corp.com,manager1@corp.com,2023-03-14 17:53:06,Automated
GL-01196,BU-02,5100,Travel & Entertainment,8751.08,user1@corp.com,manager1@corp.com,2023-05-03 10:05:53,Manual
GL-01197,BU-05,5200,Office Supplies,4328.53,user1@corp.com,manager2@corp.com,2023-11-23 11:52:15,Automated
GL-01198,BU-05,2000,Accounts Payable,776.34,user1@corp.com,manager2@corp.com,2023-06-23 17:38:01,Automated
GL-01199,BU-03,1000,Cash,8289.38,user2@corp.com,manager1@corp.com,2023-08-29 13:19:10,Automated
GL-01200,BU-04,5000,Professional Fees,1310.05,user3@corp.com,manager2@corp.com,2023-01-19 11:41:35,Automated
GL-01201,BU-01,2000,Accounts Payable,7316.49,user2@corp.com,manager1@corp.com,2023-12-01 14:15:06,Automated
GL-01202,BU-03,1000,Cash,4306.07,user2@corp.com,manager1@corp.com,2023-05-18 14:29:15,Automated
GL-01203,BU-04,5100,Travel & Entertainment,967.46,user2@corp.com,manager2@corp.com,2023-01-04 16:19:26,Manual
GL-01204,BU-02,5200,Office Supplies,5929.62,user1@corp.com,manager2@corp.com,2023-07-06 15:52:57,Automated
GL-01205,BU-04,5100,Travel & Entertainment,5917.84,user3@corp.com,manager2@corp.com,2023-02-23 11:35:44,Automated
GL-01206,BU-05,5100,Travel & Entertainment,9719.52,user2@corp.com,manager1@corp.com,2023-03-17 13:43:45,Automated
GL-01207,BU-05,5200,Office Supplies,6925.99,user1@corp.com,manager1@corp.com,2023-11-13 09:21:47,Automated
GL-01208,BU-03,5000,Professional Fees,2355.96,user1@corp.com,manager1@corp.com,2023-05-30 16:37:08,Automated
GL-01209,BU-03,1000,Cash,5985.06,user3@corp.com,manager2@corp.com,2023-08-07 17:19:27,Automated
GL-01210,BU-05,5000,Professional Fees,2841.66,user3@corp.com,manager2@corp.com,2023-07-14 15:01:25,Automated
GL-01211,BU-05,5200,Office Supplies,5870.11,user2@corp.com,manager1@corp.com,2023-09-11 16:03:04,Manual
GL-01212,BU-05,5000,Professional Fees,3353.07,user3@corp.com,manager2@corp.com,2023-07-12 16:27:12,Automated
GL-01213,BU-02,5200,Office Supplies,8441.61,user1@corp.com,manager1@corp.com,2023-06-08 10:24:30,Automated
GL-01214,BU-02,5200,Office Supplies,7338.17,user3@corp.com,manager1@corp.com,2023-09-21 16:50:07,Automated
GL-01215,BU-04,5200,Office Supplies,6429.05,user2@corp.com,manager1@corp.com,2023-07-10 12:13:02,Automated
GL-01216,BU-01,5000,Professional Fees,3062.56,user2@corp.com,manager2@corp.com,2023-06-09 17:57:23,Automated
GL-01217,BU-05,2000,Accounts Payable,5013.76,user1@corp.com,manager2@corp.com,2023-10-03 15:00:23,Automated
GL-01218,BU-04,2000,Accounts Payable,6418.13,user1@corp.com,manager2@corp.com,2023-11-23 12:21:32,Manual
GL-01219,BU-05,1000,Cash,5823.41,user3@corp.com,manager2@corp.com,2023-06-22 10:59:53,Automated
GL-01220,BU-01,5000,Professional Fees,8886.33,user1@corp.com,manager1@corp.com,2023-07-07 09:00:34,Automated
GL-01221,BU-04,5200,Office Supplies,3767.02,user1@corp.com,manager2@corp.com,2023-03-06 09:54:55,Automated
GL-01222,BU-05,2000,Accounts Payable,985.36,user3@corp.com,manager2@corp.com,2023-02-02 14:32:45,Automated
GL-01223,BU-02,1000,Cash,9615.73,user1@corp.com,manager2@corp.com,2023-08-08 16:53:22,Automated
GL-01224,BU-05,5100,Travel & Entertainment,7486.68,user1@corp.com,manager1@corp.com,2023-01-12 09:38:33,Automated
GL-01225,BU-05,5200,Office Supplies,203.31,user3@corp.com,manager1@corp.com,2023-11-06 10:08:51,Manual
GL-01226,BU-01,5000,Professional Fees,6498.55,user2@corp.com,manager2@corp.com,2023-10-23 11:33:42,Automated
GL-01227,BU-05,5100,Travel & Entertainment,5782.28,user3@corp.com,manager2@corp.com,2023-03-27 09:29:02,Automated
GL-01228,BU-02,5200,Office Supplies,522.89,user2@corp.com,manager1@corp.com,2023-04-24 10:28:31,Automated
GL-01229,BU-02,5100,Travel & Entertainment,4064.56,user2@corp.com,manager2@corp.com,2023-01-13 12:44:25,Automated
GL-01230,BU-03,5100,Travel & Entertainment,9158.62,user1@corp.com,manager1@corp.com,2023-04-17 11:48:53,Automated
GL-01231,BU-02,5200,Office Supplies,5726.66,user1@corp.com,manager2@corp.com,2023-03-29 15:41:33,Automated
GL-01232,BU-04,1000,Cash,6303.65,user3@corp.com,manager2@corp.com,2023-07-28 09:52:31,Automated
GL-01233,BU-04,5000,Professional Fees,6690.03,user1@corp.com,manager2@corp.com,2023-04-21 16:36:08,Manual
GL-01234,BU-01,2000,Accounts Payable,5724.19,user2@corp.com,manager2@corp.com,2023-03-07 16:49:16,Automated
GL-01235,BU-02,5000,Professional Fees,3989.59,user3@corp.com,manager1@corp.com,2023-10-31 12:01:33,Manual
GL-01236,BU-02,2000,Accounts Payable,4912.97,user2@corp.com,manager1@corp.com,2023-06-27 16:32:39,Automated
GL-01237,BU-03,5100,Travel & Entertainment,4157.61,user2@corp.com,manager1@corp.com,2023-08-08 15:14:39,Automated
GL-01238,BU-04,1000,Cash,8091.66,user2@corp.com,manager1@corp.com,2023-10-16 15:46:18,Automated
GL-01239,BU-03,1000,Cash,9593.11,user2@corp.com,manager1@corp.com,2023-10-26 16:39:57,Automated
GL-01240,BU-01,5000,Professional Fees,8299.53,user1@corp.com,manager2@corp.com,2023-10-25 15:53:15,Automated
GL-01241,BU-01,5200,Office Supplies,112.1,user2@corp.com,manager1@corp.com,2023-07-12 17:39:17,Automated
GL-01242,BU-03,5100,Travel & Entertainment,2164.45,user1@corp.com,manager1@corp.com,2023-08-02 15:49:09,Automated
GL-01243,BU-05,5000,Professional Fees,1248.99,user3@corp.com,manager1@corp.com,2023-07-18 16:03:24,Automated
GL-01244,BU-04,2000,Accounts Payable,5795.91,user3@corp.com,manager1@corp.com,2023-02-13 09:12:10,Automated
GL-01245,BU-05,5000,Professional Fees,5739.71,user1@corp.com,manager2@corp.com,2023-08-11 09:04:54,Automated
GL-01246,BU-02,5000,Professional Fees,7568.55,user2@corp.com,manager1@corp.com,2023-02-14 14:28:59,Manual
GL-01247,BU-04,5000,Professional Fees,7511.3,user2@corp.com,manager1@corp.com,2023-04-13 17:54:20,Automated
GL-01248,BU-01,5000,Professional Fees,310.6,user2@corp.com,manager1@corp.com,2023-10-27 12:34:37,Automated
GL-01249,BU-05,5000,Professional Fees,2110.64,user1@corp.com,manager1@corp.com,2023-07-28 09:06:59,Automated
GL-01250,BU-05,5200,Office Supplies,4487.56,user3@corp.com,manager2@corp.com,2023-11-16 16:33:06,Automated
GL-01251,BU-01,2000,Accounts Payable,4106.56,user2@corp.com,manager2@corp.com,2023-05-23 12:23:58,Manual
GL-01252,BU-05,1000,Cash,7202.86,user3@corp.com,manager1@corp.com,2023-07-28 12:12:37,Manual
GL-01253,BU-01,5000,Professional Fees,5175.25,user3@corp.com,manager2@corp.com,2023-11-16 12:17:22,Automated
GL-01254,BU-01,2000,Accounts Payable,1419.08,user2@corp.com,manager1@corp.com,2023-10-19 15:45:32,Manual
GL-01255,BU-05,1000,Cash,8637.33,user1@corp.com,manager1@corp.com,2023-01-17 11:50:17,Automated
GL-01256,BU-03,5000,Professional Fees,4672.07,user1@corp.com,manager2@corp.com,2023-10-23 16:45:06,Automated
GL-01257,BU-01,1000,Cash,6925.72,user3@corp.com,manager2@corp.com,2023-10-05 16:22:53,Automated
GL-01258,BU-01,2000,Accounts Payable,3775.19,user1@corp.com,manager1@corp.com,2023-06-21 13:50:04,Automated
GL-01259,BU-02,5200,Office Supplies,1078.03,user3@corp.com,manager1@corp.com,2023-08-01 13:22:53,Automated
GL-01260,BU-02,5200,Office Supplies,378.8,user3@corp.com,manager2@corp.com,2023-03-24 16:57:30,Automated
GL-01261,BU-01,5000,Professional Fees,2126.39,user1@corp.com,manager2@corp.com,2023-06-15 15:43:44,Manual
GL-01262,BU-02,5000,Professional Fees,1936.67,user1@corp.com,manager2@corp.com,2023-02-09 11:35:25,Automated
GL-01263,BU-01,1000,Cash,5382.34,user3@corp.com,manager1@corp.com,2023-10-13 10:54:42,Automated
GL-01264,BU-02,5100,Travel & Entertainment,4373.05,user3@corp.com,manager2@corp.com,2023-11-17 17:49:11,Automated
GL-01265,BU-01,1000,Cash,5506.94,user2@corp.com,manager1@corp.com,2023-09-11 11:39:42,Manual
GL-01266,BU-04,2000,Accounts Payable,414.8,user2@corp.com,manager1@corp.com,2023-10-19 09:02:51,Manual
GL-01267,BU-04,5100,Travel & Entertainment,793.78,user2@corp.com,manager1@corp.com,2023-04-07 11:09:43,Manual
GL-01268,BU-05,5200,Office Supplies,198.77,user2@corp.com,manager2@corp.com,2023-04-26 09:50:54,Automated
GL-01269,BU-05,1000,Cash,4999.83,user1@corp.com,manager2@corp.com,2023-12-06 10:49:07,Manual
GL-01270,BU-02,1000,Cash,2240.26,user2@corp.com,manager1@corp.com,2023-01-13 16:24:32,Automated
GL-01271,BU-02,1000,Cash,1799.49,user1@corp.com,manager1@corp.com,2023-06-22 16:48:33,Automated
GL-01272,BU-04,5100,Travel & Entertainment,7458.12,user2@corp.com,manager1@corp.com,2023-04-13 09:36:55,Automated
GL-01273,BU-03,2000,Accounts Payable,347.02,user2@corp.com,manager2@corp.com,2023-05-16 10:58:22,Automated
GL-01274,BU-04,1000,Cash,1198.5,user1@corp.com,manager1@corp.com,2023-12-01 16:16:58,Manual
GL-01275,BU-02,5100,Travel & Entertainment,3133.29,user2@corp.com,manager1@corp.com,2023-11-14 13:27:43,Manual
GL-01276,BU-03,5000,Professional Fees,8582.6,user1@corp.com,manager1@corp.com,2023-02-03 13:44:25,Automated
GL-01277,BU-05,5100,Travel & Entertainment,1526.3,user1@corp.com,manager1@corp.com,2023-06-20 09:25:41,Automated
GL-01278,BU-05,1000,Cash,9548.06,user3@corp.com,manager1@corp.com,2023-12-01 11:05:30,Automated
GL-01279,BU-02,5100,Travel & Entertainment,8844.69,user2@corp.com,manager1@corp.com,2023-02-15 16:07:01,Automated
GL-01280,BU-04,5100,Travel & Entertainment,3226.48,user1@corp.com,manager1@corp.com,2023-10-27 14:24:39,Automated
GL-01281,BU-03,5100,Travel & Entertainment,7229.98,user1@corp.com,manager1@corp.com,2023-11-10 13:21:11,Manual
GL-01282,BU-02,5000,Professional Fees,3572.48,user2@corp.com,manager1@corp.com,2023-04-03 17:29:50,Automated
GL-01283,BU-02,5200,Office Supplies,3264.72,user3@corp.com,manager1@corp.com,2023-03-23 10:12:22,Manual
GL-01284,BU-05,5200,Office Supplies,9934.34,user3@corp.com,manager2@corp.com,2023-11-09 15:17:49,Manual
GL-01285,BU-02,5100,Travel & Entertainment,4841.8,user2@corp.com,manager2@corp.com,2023-10-12 13:03:04,Automated
GL-01286,BU-03,5100,Travel & Entertainment,9087.76,user3@corp.com,manager2@corp.com,2023-08-17 09:50:52,Automated
GL-01287,BU-05,1000,Cash,7517.09,user2@corp.com,manager1@corp.com,2023-09-25 17:11:26,Automated
GL-01288,BU-01,1000,Cash,2986.6,user3@corp.com,manager1@corp.com,2023-05-17 16:06:58,Automated
GL-01289,BU-04,1000,Cash,4096.27,user3@corp.com,manager1@corp.com,2023-12-01 09:33:19,Automated
GL-01290,BU-05,2000,Accounts Payable,7875.69,user1@corp.com,manager2@corp.com,2023-10-04 12:42:25,Automated
GL-01291,BU-01,5100,Travel & Entertainment,4545.57,user1@corp.com,manager1@corp.com,2023-08-24 13:03:08,Automated
GL-01292,BU-02,5200,Office Supplies,3253.76,user2@corp.com,manager1@corp.com,2023-09-01 15:50:59,Automated
GL-01293,BU-04,1000,Cash,752.59,user1@corp.com,manager1@corp.com,2023-06-16 11:48:22,Automated
GL-01294,BU-02,2000,Accounts Payable,3656.87,user2@corp.com,manager1@corp.com,2023-03-06 09:03:38,Automated
GL-01295,BU-02,1000,Cash,304.15,user3@corp.com,manager2@corp.com,2023-08-28 09:56:43,Automated
GL-01296,BU-01,5100,Travel & Entertainment,2468.8,user1@corp.com,manager1@corp.com,2023-02-24 16:45:50,Automated
GL-01297,BU-01,5200,Office Supplies,1301.05,user1@corp.com,manager2@corp.com,2023-11-01 10:19:32,Automated
GL-01298,BU-02,1000,Cash,5720.4,user3@corp.com,manager1@corp.com,2023-03-22 15:50:05,Automated
GL-01299,BU-05,5100,Travel & Entertainment,9344.81,user3@corp.com,manager2@corp.com,2023-11-10 12:38:52,Automated
GL-01300,BU-05,1000,Cash,7972.05,user2@corp.com,manager2@corp.com,2023-03-22 17:50:45,Manual
GL-01301,BU-02,1000,Cash,4310.05,user2@corp.com,manager2@corp.com,2023-11-09 17:14:58,Automated
GL-01302,BU-04,1000,Cash,2845.57,user1@corp.com,manager1@corp.com,2023-01-24 17:15:18,Automated
GL-01303,BU-05,1000,Cash,9535.61,user1@corp.com,manager1@corp.com,2023-08-10 12:28:40,Manual
GL-01304,BU-03,5000,Professional Fees,6655.31,user3@corp.com,manager2@corp.com,2023-05-17 10:50:14,Automated
GL-01305,BU-03,2000,Accounts Payable,1585.8,user1@corp.com,manager1@corp.com,2023-07-26 13:12:59,Manual
GL-01306,BU-03,1000,Cash,3693.89,user2@corp.com,manager1@corp.com,2023-04-20 10:54:08,Automated
GL-01307,BU-03,1000,Cash,3284.35,user3@corp.com,manager2@corp.com,2023-08-18 16:07:00,Automated
GL-01308,BU-01,5000,Professional Fees,4376.23,user1@corp.com,manager1@corp.com,2023-07-27 15:41:12,Automated
GL-01309,BU-02,2000,Accounts Payable,8824.22,user3@corp.com,manager1@corp.com,2023-03-07 13:23:26,Automated
GL-01310,BU-02,5200,Office Supplies,6918.31,user1@corp.com,manager1@corp.com,2023-05-04 10:40:13,Automated
GL-01311,BU-02,5200,Office Supplies,9684.65,user1@corp.com,manager2@corp.com,2023-09-29 13:15:24,Automated
GL-01312,BU-03,5000,Professional Fees,8883.7,user2@corp.com,manager2@corp.com,2023-04-24 17:33:11,Manual
GL-01313,BU-04,5100,Travel & Entertainment,7917.72,user2@corp.com,manager1@corp.com,2023-04-21 12:46:52,Automated
GL-01314,BU-03,2000,Accounts Payable,9957.88,user1@corp.com,manager1@corp.com,2023-08-11 14:16:57,Automated
GL-01315,BU-05,5200,Office Supplies,9925.65,user3@corp.com,manager1@corp.com,2023-04-14 10:49:04,Automated
GL-01316,BU-02,1000,Cash,1250.33,user2@corp.com,manager1@corp.com,2023-11-30 17:17:47,Automated
GL-01317,BU-01,5000,Professional Fees,5688.16,user2@corp.com,manager2@corp.com,2023-07-19 14:41:42,Manual
GL-01318,BU-03,1000,Cash,6055.99,user1@corp.com,manager1@corp.com,2023-12-14 16:03:19,Automated
GL-01319,BU-05,1000,Cash,944.01,user3@corp.com,manager1@corp.com,2023-09-21 09:31:42,Automated
GL-01320,BU-02,1000,Cash,988.34,user3@corp.com,manager1@corp.com,2023-11-13 09:02:12,Manual
GL-01321,BU-01,2000,Accounts Payable,779.57,user1@corp.com,manager1@corp.com,2023-02-06 15:33:46,Automated
GL-01322,BU-04,5000,Professional Fees,7181.77,user1@corp.com,manager2@corp.com,2023-02-22 17:46:48,Automated
GL-01323,BU-03,5000,Professional Fees,9561.63,user3@corp.com,manager2@corp.com,2023-10-19 12:23:02,Automated
GL-01324,BU-04,1000,Cash,6585.41,user1@corp.com,manager2@corp.com,2023-11-02 13:10:16,Manual
GL-01325,BU-05,5000,Professional Fees,8269.65,user1@corp.com,manager1@corp.com,2023-06-09 15:21:17,Automated
GL-01326,BU-03,2000,Accounts Payable,3722.91,user3@corp.com,manager1@corp.com,2023-12-21 09:32:42,Automated
GL-01327,BU-01,2000,Accounts Payable,2425.3,user3@corp.com,manager2@corp.com,2023-01-24 13:35:04,Automated
GL-01328,BU-02,5100,Travel & Entertainment,1773.86,user2@corp.com,manager1@corp.com,2023-04-18 17:50:33,Manual
GL-01329,BU-04,2000,Accounts Payable,4585.33,user1@corp.com,manager2@corp.com,2023-12-01 15:28:09,Automated
GL-01330,BU-02,5100,Travel & Entertainment,9325.63,user2@corp.com,manager1@corp.com,2023-09-12 14:23:47,Automated
GL-01331,BU-05,1000,Cash,8850.35,user2@corp.com,manager2@corp.com,2023-02-17 16:41:00,Manual
GL-01332,BU-05,5000,Professional Fees,4785.72,user1@corp.com,manager1@corp.com,2023-09-28 13:46:08,Automated
GL-01333,BU-05,2000,Accounts Payable,248.94,user2@corp.com,manager1@corp.com,2023-12-01 14:26:22,Automated
GL-01334,BU-02,5200,Office Supplies,9934.88,user1@corp.com,manager1@corp.com,2023-02-21 16:46:06,Automated
GL-01335,BU-04,5000,Professional Fees,3145.24,user2@corp.com,manager2@corp.com,2023-04-07 12:09:38,Automated
GL-01336,BU-03,1000,Cash,960.12,user3@corp.com,manager2@corp.com,2023-02-24 11:05:15,Automated
GL-01337,BU-01,5000,Professional Fees,3633.48,user3@corp.com,manager1@corp.com,2023-10-04 11:40:50,Manual
GL-01338,BU-01,5000,Professional Fees,6463.9,user1@corp.com,manager1@corp.com,2023-05-04 13:09:32,Automated
GL-01339,BU-05,5200,Office Supplies,7763.69,user3@corp.com,manager1@corp.com,2023-11-16 16:00:36,Automated
GL-01340,BU-03,2000,Accounts Payable,8586.03,user2@corp.com,manager1@corp.com,2023-04-07 09:22:38,Automated
GL-01341,BU-01,5200,Office Supplies,5054.38,user3@corp.com,manager1@corp.com,2023-10-23 13:26:53,Automated
GL-01342,BU-03,5000,Professional Fees,5414.72,user2@corp.com,manager2@corp.com,2023-11-24 15:30:30,Manual
GL-01343,BU-02,1000,Cash,8482.75,user1@corp.com,manager1@corp.com,2023-09-20 14:57:46,Automated
GL-01344,BU-01,5000,Professional Fees,2041.13,user3@corp.com,manager2@corp.com,2023-06-02 13:14:10,Manual
GL-01345,BU-01,2000,Accounts Payable,8645.58,user1@corp.com,manager2@corp.com,2023-07-10 12:05:09,Automated
GL-01346,BU-02,5200,Office Supplies,141.49,user1@corp.com,manager2@corp.com,2023-02-23 15:08:08,Automated
GL-01347,BU-02,5200,Office Supplies,623.43,user1@corp.com,manager1@corp.com,2023-08-11 15:59:45,Automated
GL-01348,BU-01,2000,Accounts Payable,5987.28,user3@corp.com,manager1@corp.com,2023-09-01 10:24:49,Automated
GL-01349,BU-04,5000,Professional Fees,9389.75,user1@corp.com,manager2@corp.com,2023-04-13 09:37:31,Manual
